narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_label,duration_frames
P01_05_233,P01,P01_05,00:19:32.320,00:19:32.03,00:19:35.27,70321,70516,drain potato,drain,37,potato,30,['potato'],[30],drain potato,196
P01_05_234,P01,P01_05,00:19:36.870,00:19:36.22,00:19:37.72,70573,70663,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],put-down saucepan,91
P01_05_235,P01,P01_05,00:19:43.680,00:19:43.12,00:19:47.78,70987,71266,pour potato onto plate,pour-onto,9,potato,30,"['potato', 'plate']","[30, 2]",pour-onto potato,280
P01_05_236,P01,P01_05,00:19:49.010,00:19:48.98,00:19:50.20,71338,71412,put down colander,put-down,1,colander,39,['colander'],[39],put-down colander,75
P01_05_237,P01,P01_05,00:19:52.160,00:19:51.06,00:19:52.59,71463,71555,take oil,take,0,oil,31,['oil'],[31],take oil,93
P01_05_238,P01,P01_05,00:19:53.410,00:19:52.58,00:19:53.59,71554,71615,put down oil,put-down,1,oil,31,['oil'],[31],put-down oil,62
P01_05_239,P01,P01_05,00:19:54.950,00:19:54.44,00:19:55.12,71666,71707,take sausages,take,0,sausage,86,['sausage'],[86],take sausage,42
P01_05_24,P01,P01_05,00:01:20.610,00:01:19.62,00:01:21.27,4777,4876,take lid,take,0,lid,6,['lid'],[6],take lid,100
P01_05_240,P01,P01_05,00:19:56.310,00:19:55.71,00:19:56.94,71742,71816,take fork,take,0,fork,14,['fork'],[14],take fork,75
P01_05_241,P01,P01_05,00:19:57.310,00:19:56.86,00:19:58.16,71811,71889,move potatoes,move,11,potato,30,['potato'],[30],move potato,79
P01_05_242,P01,P01_05,00:20:00.830,00:19:58.26,00:20:11.63,71895,72697,place sausages into pan,place,1,sausage,86,"['sausage', 'pan']","[86, 5]",place sausage,803
P01_05_243,P01,P01_05,00:20:19.150,00:20:13.29,00:20:19.65,72797,73179,wash pan,wash,2,pan,5,['pan'],[5],wash pan,383
P01_05_244,P01,P01_05,00:20:15.020,00:20:13.32,00:20:14.79,72799,72887,put down frying pan,put-down,1,pan:frying,5,['pan:frying'],[5],put-down pan:frying,89
P01_05_245,P01,P01_05,00:20:18.150,00:20:19.65,00:20:26.73,73179,73603,wash pan,wash,2,pan,5,['pan'],[5],wash pan,425
P01_05_246,P01,P01_05,00:20:26.750,00:20:26.14,00:20:27.17,73568,73630,close tap,turn-off,8,tap,0,['tap'],[0],turn-off tap,63
P01_05_247,P01,P01_05,00:20:27.750,00:20:27.11,00:20:28.06,73626,73683,take olive oil,take,0,oil:olive,31,['oil:olive'],[31],take oil:olive,58
P01_05_248,P01,P01_05,00:20:31.200,00:20:28.16,00:20:30.91,73689,73854,open oil,open,3,oil,31,['oil'],[31],open oil,166
P01_05_249,P01,P01_05,00:20:32.200,00:20:30.97,00:20:37.74,73858,74264,pour oil,pour,9,oil,31,['oil'],[31],pour oil,407
P01_05_25,P01,P01_05,00:01:21.990,00:01:21.37,00:01:22.76,4882,4965,take glass,take,0,glass,10,['glass'],[10],take glass,84
P01_05_250,P01,P01_05,00:20:38.890,00:20:37.55,00:20:42.16,74253,74529,close oil,close,4,oil,31,['oil'],[31],close oil,277
P01_05_251,P01,P01_05,00:20:42.280,00:20:41.53,00:20:44.43,74491,74665,put down oil,put-down,1,oil,31,['oil'],[31],put-down oil,175
P01_05_252,P01,P01_05,00:20:46.620,00:20:44.25,00:20:44.99,74655,74699,take rosemary,take,0,rosemary,277,['rosemary'],[277],take rosemary,45
P01_05_253,P01,P01_05,00:20:47.620,00:20:45.15,00:20:47.23,74709,74833,open rosemary,open,3,rosemary,277,['rosemary'],[277],open rosemary,125
P01_05_254,P01,P01_05,00:20:49.900,00:20:48.49,00:20:55.88,74909,75352,sprinkle rosemary,sprinkle,42,rosemary,277,['rosemary'],[277],sprinkle rosemary,444
P01_05_255,P01,P01_05,00:20:57.010,00:20:55.94,00:20:58.73,75356,75523,close rosemary,close,4,rosemary,277,['rosemary'],[277],close rosemary,168
P01_05_256,P01,P01_05,00:20:58.010,00:20:58.78,00:21:00.00,75526,75600,put rosemary down,put-down,1,rosemary,277,['rosemary'],[277],put-down rosemary,75
P01_05_257,P01,P01_05,00:21:03.950,00:21:02.52,00:21:03.74,75751,75824,take knife,take,0,knife,4,['knife'],[4],take knife,74
P01_05_258,P01,P01_05,00:21:05.760,00:21:03.73,00:21:08.99,75823,76139,mix food,mix,10,food,34,['food'],[34],mix food,317
P01_05_26,P01,P01_05,00:01:23.740,00:01:23.22,00:01:24.66,4993,5079,put glass into cupboard,put-into,5,glass,10,"['glass', 'cupboard']","[10, 3]",put-into glass,87
P01_05_27,P01,P01_05,00:01:27.580,00:01:25.87,00:01:27.57,5152,5254,take ladle,take,0,ladle,97,['ladle'],[97],take ladle,103
P01_05_28,P01,P01_05,00:01:34.110,00:01:33.23,00:01:34.45,5593,5667,take cloth,take,0,cloth,17,['cloth'],[17],take cloth,75
P01_05_29,P01,P01_05,00:01:35.110,00:01:34.52,00:01:44.65,5671,6279,dry ladle,dry,14,ladle,97,['ladle'],[97],dry ladle,609
P01_05_3,P01,P01_05,00:00:10.789,00:00:08.74,00:00:14.23,524,853,take sausages,take,0,sausage,86,['sausage'],[86],take sausage,330
P01_05_30,P01,P01_05,00:01:40.350,00:01:34.55,00:01:44.86,5673,6291,dry ladle,dry,14,ladle,97,['ladle'],[97],dry ladle,619
P01_05_31,P01,P01_05,00:01:45.080,00:01:44.75,00:01:45.95,6285,6357,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,73
P01_05_32,P01,P01_05,00:01:46.080,00:01:46.05,00:01:46.88,6363,6412,put ladle back into drawer,put,1,ladle,97,"['ladle', 'drawer']","[97, 8]",put ladle,50
P01_05_33,P01,P01_05,00:01:51.090,00:01:49.86,00:01:50.85,6591,6651,take knife,take,0,knife,4,['knife'],[4],take knife,61
P01_05_34,P01,P01_05,00:01:52.090,00:01:50.90,00:01:51.76,6654,6705,dry knife,dry,14,knife,4,['knife'],[4],dry knife,52
P01_05_35,P01,P01_05,00:01:53.090,00:01:51.94,00:01:52.51,6716,6750,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,35
P01_05_36,P01,P01_05,00:01:54.090,00:01:52.75,00:01:53.82,6765,6829,take spatula,take,0,spatula,20,['spatula'],[20],take spatula,65
P01_05_37,P01,P01_05,00:01:56.720,00:01:55.02,00:01:58.09,6901,7085,take cutlery,take,0,cutlery,58,['cutlery'],[58],take cutlery,185
P01_05_38,P01,P01_05,00:01:59.470,00:01:59.65,00:02:01.77,7179,7306,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,128
P01_05_39,P01,P01_05,00:02:01.470,00:02:00.25,00:02:01.50,7215,7290,put down cloth,put-down,1,cloth,17,['cloth'],[17],put-down cloth,76
P01_05_4,P01,P01_05,00:00:14.549,00:00:14.15,00:00:16.23,849,973,put mushrooms into fridge,put-into,5,mushroom,56,"['mushroom', 'fridge']","[56, 12]",put-into mushroom,125
P01_05_40,P01,P01_05,00:02:00.470,00:02:01.70,00:02:02.66,7302,7359,put down spatula,put-down,1,spatula,20,['spatula'],[20],put-down spatula,58
P01_05_41,P01,P01_05,00:02:02.540,00:02:01.85,00:02:02.60,7311,7356,put spatula into drawer,put-into,5,spatula,20,"['spatula', 'drawer']","[20, 8]",put-into spatula,46
P01_05_42,P01,P01_05,00:02:05.509,00:02:02.94,00:02:06.36,7376,7581,put down cutleries,put-down,1,cutlery,58,['cutlery'],[58],put-down cutlery,206
P01_05_43,P01,P01_05,00:02:06.979,00:02:06.46,00:02:07.84,7587,7670,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,84
P01_05_44,P01,P01_05,00:02:07.979,00:02:08.94,00:02:20.36,7736,8421,put down cutleries,put-down,1,cutlery,58,['cutlery'],[58],put-down cutlery,686
P01_05_45,P01,P01_05,00:02:20.909,00:02:19.79,00:02:21.79,8387,8507,close drawers,close,4,drawer,8,['drawer'],[8],close drawer,121
P01_05_46,P01,P01_05,00:02:25.150,00:02:22.09,00:02:24.41,8525,8664,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,140
P01_05_47,P01,P01_05,00:02:23.169,00:02:22.18,00:02:23.82,8530,8629,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,100
P01_05_48,P01,P01_05,00:02:31.230,00:02:24.51,00:02:26.32,8670,8779,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,110
P01_05_49,P01,P01_05,00:02:26.930,00:02:26.57,00:02:28.43,8794,8905,open cupboard,open,3,cupboard,3,['cupboard'],[3],open cupboard,112
P01_05_5,P01,P01_05,00:00:17.820,00:00:16.33,00:00:19.87,979,1192,close fridge,close,4,fridge,12,['fridge'],[12],close fridge,214
P01_05_50,P01,P01_05,00:02:29.870,00:02:28.26,00:02:30.33,8895,9019,take potato,take,0,potato,30,['potato'],[30],take potato,125
P01_05_51,P01,P01_05,00:02:34.489,00:02:32.52,00:02:36.94,9151,9416,put lid into cupboard,put-into,5,lid,6,"['lid', 'cupboard']","[6, 3]",put-into lid,266
P01_05_52,P01,P01_05,00:02:37.079,00:02:36.88,00:02:38.30,9412,9498,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,87
P01_05_53,P01,P01_05,00:02:38.079,00:02:39.46,00:02:40.55,9567,9633,move sausages,move,11,sausage,86,['sausage'],[86],move sausage,67
P01_05_54,P01,P01_05,00:02:40.779,00:02:41.56,00:02:42.92,9693,9775,move cutting board,move,11,board:cutting,18,['board:cutting'],[18],move board:cutting,83
P01_05_55,P01,P01_05,00:02:45.189,00:02:44.89,00:02:45.94,9893,9956,take kettle,take,0,kettle,44,['kettle'],[44],take kettle,64
P01_05_56,P01,P01_05,00:02:46.790,00:02:46.43,00:02:47.18,9985,10030,open kettle,open,3,kettle,44,['kettle'],[44],open kettle,46
P01_05_57,P01,P01_05,00:02:49.109,00:02:48.05,00:02:48.92,10083,10135,turn off top,turn-off,8,top,42,['top'],[42],turn-off top,53
P01_05_58,P01,P01_05,00:02:51.329,00:02:48.84,00:03:00.57,10130,10834,pour water into kettle,pour-into,9,water,27,"['water', 'kettle']","[27, 44]",pour-into water,705
P01_05_59,P01,P01_05,00:03:01.510,00:03:00.35,00:03:01.65,10821,10899,close kettle,close,4,kettle,44,['kettle'],[44],close kettle,79
P01_05_6,P01,P01_05,00:00:22.780,00:00:22.33,00:00:24.31,1339,1458,put down sausages,put-down,1,sausage,86,['sausage'],[86],put-down sausage,120
P01_05_60,P01,P01_05,00:03:00.489,00:03:00.67,00:03:01.42,10840,10885,close tap,turn-off,8,tap,0,['tap'],[0],turn-off tap,46
P01_05_61,P01,P01_05,00:03:04.019,00:03:02.30,00:03:04.22,10938,11053,put down kettle,put-down,1,kettle,44,['kettle'],[44],put-down kettle,116
P01_05_62,P01,P01_05,00:03:05.019,00:03:04.18,00:03:05.19,11050,11111,turn on kettle,turn-on,6,kettle,44,['kettle'],[44],turn-on kettle,62
P01_05_63,P01,P01_05,00:03:08.949,00:03:06.77,00:03:07.81,11206,11268,take spoon,take,0,spoon,1,['spoon'],[1],take spoon,63
P01_05_64,P01,P01_05,00:03:09.980,00:03:10.41,00:03:11.28,11424,11476,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,53
P01_05_65,P01,P01_05,00:03:11.879,00:03:11.24,00:03:12.18,11474,11530,put spoon,put,1,spoon,1,['spoon'],[1],put spoon,57
P01_05_66,P01,P01_05,00:03:12.879,00:03:11.57,00:03:12.93,11494,11575,close drawer,close,4,drawer,8,['drawer'],[8],close drawer,82
P01_05_67,P01,P01_05,00:03:14.019,00:03:12.78,00:03:14.62,11566,11677,take cloth,take,0,cloth,17,['cloth'],[17],take cloth,112
P01_05_68,P01,P01_05,00:03:15.019,00:03:15.11,00:03:16.21,11706,11772,hang cloth,hang,41,cloth,17,['cloth'],[17],hang cloth,67
P01_05_69,P01,P01_05,00:03:16.859,00:03:16.86,00:03:17.81,11811,11868,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,58
P01_05_7,P01,P01_05,00:00:26.730,00:00:25.50,00:00:27.88,1530,1672,take cutting board,take,0,board:cutting,18,['board:cutting'],[18],take board:cutting,143
P01_05_70,P01,P01_05,00:03:17.889,00:03:17.68,00:03:19.20,11860,11952,take knife,take,0,knife,4,['knife'],[4],take knife,93
P01_05_71,P01,P01_05,00:03:19.319,00:03:19.24,00:03:19.82,11954,11989,close drawer,close,4,drawer,8,['drawer'],[8],close drawer,36
P01_05_72,P01,P01_05,00:03:20.319,00:03:20.50,00:03:21.39,12030,12083,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,54
P01_05_73,P01,P01_05,00:03:21.659,00:03:21.38,00:03:22.10,12082,12126,move knife,move,11,knife,4,['knife'],[4],move knife,45
P01_05_74,P01,P01_05,00:03:24.079,00:03:22.76,00:03:43.05,12165,13383,peel potato,peel,19,potato,30,['potato'],[30],peel potato,1219
P01_05_75,P01,P01_05,00:03:32.749,00:03:43.15,00:03:58.87,13389,14332,peel potato,peel,19,potato,30,['potato'],[30],peel potato,944
P01_05_76,P01,P01_05,00:03:46.439,00:03:56.82,00:04:02.11,14209,14526,continue peeling potato,peel,19,potato,30,['potato'],[30],peel potato,318
P01_05_77,P01,P01_05,00:04:14.400,00:04:03.20,00:04:24.62,14592,15877,continue peeling potato,peel,19,potato,30,['potato'],[30],peel potato,1286
P01_05_78,P01,P01_05,00:03:57.999,00:04:07.83,00:04:12.08,14869,15124,still peeling potato,peel,19,potato,30,['potato'],[30],peel potato,256
P01_05_79,P01,P01_05,00:04:27.430,00:04:24.72,00:04:28.35,15883,16101,put down potato,put-down,1,potato,30,['potato'],[30],put-down potato,219
P01_05_8,P01,P01_05,00:00:28.530,00:00:27.53,00:00:29.29,1651,1757,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],put-down board:cutting,107
P01_05_80,P01,P01_05,00:04:38.780,00:04:27.23,00:04:48.90,16033,17334,continue slicing potato,slice,7,potato,30,['potato'],[30],slice potato,1302
P01_05_81,P01,P01_05,00:04:28.430,00:04:27.88,00:04:36.81,16072,16608,slice potato,slice,7,potato,30,['potato'],[30],slice potato,537
P01_05_82,P01,P01_05,00:04:48.970,00:04:48.03,00:04:48.61,17281,17316,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,36
P01_05_83,P01,P01_05,00:04:49.970,00:04:48.46,00:04:49.16,17307,17349,take knife,take,0,knife,4,['knife'],[4],take knife,43
P01_05_84,P01,P01_05,00:04:50.970,00:04:50.15,00:04:51.36,17409,17481,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,73
P01_05_85,P01,P01_05,00:04:51.970,00:04:51.21,00:04:51.98,17472,17518,put knife in drawer,put-in,5,knife,4,"['knife', 'drawer']","[4, 8]",put-in knife,47
P01_05_86,P01,P01_05,00:04:52.970,00:04:52.02,00:04:53.06,17521,17583,close drawer,close,4,drawer,8,['drawer'],[8],close drawer,63
P01_05_87,P01,P01_05,00:04:54.470,00:04:53.84,00:04:54.62,17630,17677,take saucepan,take,0,saucepan,5,['saucepan'],[5],take saucepan,48
P01_05_88,P01,P01_05,00:04:55.470,00:04:54.86,00:04:56.10,17691,17766,put saucepan on hob,put-on,1,saucepan,5,"['saucepan', 'hob']","[5, 24]",put-on saucepan,76
P01_05_89,P01,P01_05,00:04:58.300,00:04:56.29,00:04:59.27,17777,17956,dry hands,dry,14,hand,11,['hand'],[11],dry hand,180
P01_05_9,P01,P01_05,00:00:30.050,00:00:30.03,00:00:31.10,1801,1866,open cupboard,open,3,cupboard,3,['cupboard'],[3],open cupboard,66
P01_05_90,P01,P01_05,00:04:57.300,00:04:56.85,00:04:58.10,17811,17886,take cloth,take,0,cloth,17,['cloth'],[17],take cloth,76
P01_05_91,P01,P01_05,00:05:00.400,00:04:59.37,00:05:00.85,17962,18051,move cutting board,move,11,board:cutting,18,['board:cutting'],[18],move board:cutting,90
P01_05_92,P01,P01_05,00:05:02.479,00:05:01.93,00:05:08.05,18115,18483,take potato skin,take,0,skin:potato,48,['skin:potato'],[48],take skin:potato,369
P01_05_93,P01,P01_05,00:05:09.990,00:05:10.13,00:05:11.01,18607,18660,open bin,open,3,bin,36,['bin'],[36],open bin,54
P01_05_94,P01,P01_05,00:05:10.990,00:05:11.11,00:05:11.67,18666,18700,throw skin into bin,throw-into,13,skin,48,"['skin', 'bin']","[48, 36]",throw-into skin,35
P01_05_95,P01,P01_05,00:05:14.590,00:05:13.20,00:05:14.41,18792,18864,take cloth,take,0,cloth,17,['cloth'],[17],take cloth,73
P01_05_96,P01,P01_05,00:05:15.590,00:05:14.46,00:05:15.85,18867,18951,dry hands,dry,14,hand,11,['hand'],[11],dry hand,85
P01_05_97,P01,P01_05,00:05:25.580,00:05:25.58,00:05:26.48,19534,19588,open bin,open,3,bin,36,['bin'],[36],open bin,55
P01_05_98,P01,P01_05,00:05:27.500,00:05:26.87,00:05:28.04,19612,19682,close bin,close,4,bin,36,['bin'],[36],close bin,71
P01_05_99,P01,P01_05,00:05:31.520,00:05:29.56,00:05:35.15,19773,20109,dry hands,dry,14,hand,11,['hand'],[11],dry hand,337
P01_06_0,P01,P01_06,00:00:00.590,00:00:00.57,00:00:01.53,34,91,take plate,take,0,plate,2,['plate'],[2],take plate,58
P01_06_1,P01,P01_06,00:00:02.889,00:00:02.21,00:00:03.28,132,196,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,65
P01_06_10,P01,P01_06,00:00:29.359,00:00:28.69,00:00:30.69,1721,1841,take fruit,take,0,fruit,254,['fruit'],[254],take fruit,121
P01_06_100,P01,P01_06,00:06:21.830,00:06:21.10,00:06:28.50,22866,23310,wipe sink,wipe,2,sink,63,['sink'],[63],wipe sink,445
P01_06_101,P01,P01_06,00:06:30.870,00:06:29.44,00:06:31.09,23366,23465,continue wiping sink,wipe,2,sink,63,['sink'],[63],wipe sink,100
P01_06_102,P01,P01_06,00:06:32.340,00:06:31.19,00:06:33.19,23471,23591,squeeze cloth,squeeze,18,cloth,17,['cloth'],[17],squeeze cloth,121
P01_06_103,P01,P01_06,00:06:34.099,00:06:33.29,00:06:39.89,23597,23993,wipe sink,wipe,2,sink,63,['sink'],[63],wipe sink,397
P01_06_104,P01,P01_06,00:06:44.120,00:06:39.99,00:06:46.54,23999,24392,continue wiping sink,wipe,2,sink,63,['sink'],[63],wipe sink,394
P01_06_105,P01,P01_06,00:06:48.310,00:06:47.09,00:06:48.44,24425,24506,turn off tap,turn-off,8,tap,0,['tap'],[0],turn-off tap,82
P01_06_106,P01,P01_06,00:06:50.810,00:06:48.53,00:06:50.99,24511,24659,rinse cloth,rinse,2,cloth,17,['cloth'],[17],rinse cloth,149
P01_06_107,P01,P01_06,00:06:51.849,00:06:50.64,00:06:52.20,24638,24732,turn off tap,turn-off,8,tap,0,['tap'],[0],turn-off tap,95
P01_06_108,P01,P01_06,00:06:56.050,00:06:54.74,00:07:21.39,24884,26483,wipe cooker,wipe,2,cooker,46,['cooker'],[46],wipe cooker,1600
P01_06_109,P01,P01_06,00:07:12.180,00:07:02.00,00:07:23.25,25320,26595,continue wiping cooker,wipe,2,cooker,46,['cooker'],[46],wipe cooker,1276
P01_06_11,P01,P01_06,00:00:30.359,00:00:30.40,00:00:31.45,1824,1887,put down fruit,put-down,1,fruit,254,['fruit'],[254],put-down fruit,64
P01_06_110,P01,P01_06,00:07:25.090,00:07:23.29,00:07:25.15,26597,26709,wipe counter,wipe,2,counter,42,['counter'],[42],wipe counter,113
P01_06_111,P01,P01_06,00:07:26.280,00:07:25.69,00:07:26.79,26741,26807,turn on tap,turn-on,6,tap,0,['tap'],[0],turn-on tap,67
P01_06_112,P01,P01_06,00:07:29.229,00:07:26.65,00:07:28.65,26799,26919,rinse cloth,rinse,2,cloth,17,['cloth'],[17],rinse cloth,121
P01_06_113,P01,P01_06,00:07:38.280,00:07:28.75,00:07:49.25,26925,28155,wash sink,wash,2,sink,63,['sink'],[63],wash sink,1231
P01_06_114,P01,P01_06,00:07:49.409,00:07:49.24,00:07:50.26,28154,28215,turn off tap,turn-off,8,tap,0,['tap'],[0],turn-off tap,62
P01_06_115,P01,P01_06,00:07:50.650,00:07:49.58,00:07:53.21,28174,28392,squeeze cloth,squeeze,18,cloth,17,['cloth'],[17],squeeze cloth,219
P01_06_116,P01,P01_06,00:07:54.669,00:07:55.41,00:07:59.76,28524,28785,dry hands,dry,14,hand,11,['hand'],[11],dry hand,262
P01_06_117,P01,P01_06,00:08:05.020,00:08:00.88,00:08:05.89,28852,29153,hang cloth,hang,41,cloth,17,['cloth'],[17],hang cloth,302
P01_06_118,P01,P01_06,00:08:07.620,00:08:07.60,00:08:08.79,29256,29327,take bottle,take,0,bottle,15,['bottle'],[15],take bottle,72
P01_06_12,P01,P01_06,00:00:32.460,00:00:32.62,00:00:36.86,1957,2211,take tablecloth,take,0,tablecloth,17,['tablecloth'],[17],take tablecloth,255
P01_06_13,P01,P01_06,00:00:37.800,00:00:37.33,00:00:40.09,2239,2405,shake tablecloth,shake,15,tablecloth,17,['tablecloth'],[17],shake tablecloth,167
P01_06_14,P01,P01_06,00:00:41.460,00:00:41.88,00:00:49.70,2512,2982,fold tablecloth,fold,28,tablecloth,17,['tablecloth'],[17],fold tablecloth,471
P01_06_15,P01,P01_06,00:00:51.300,00:00:50.24,00:00:52.03,3014,3121,put tablecloth,put,1,tablecloth,17,['tablecloth'],[17],put tablecloth,108
P01_06_16,P01,P01_06,00:00:55.469,00:00:55.41,00:00:56.22,3324,3373,take sponge,take,0,sponge,9,['sponge'],[9],take sponge,50
P01_06_17,P01,P01_06,00:00:57.550,00:00:57.12,00:00:59.27,3427,3556,pour washing up liquid,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22],pour liquid:washing:up,130
P01_06_18,P01,P01_06,00:00:59.780,00:00:59.45,00:01:01.09,3567,3665,put down washing up liquid,put-down,1,liquid:washing:up,22,['liquid:washing:up'],[22],put-down liquid:washing:up,99
P01_06_19,P01,P01_06,00:01:01.430,00:01:00.90,00:01:02.09,3654,3725,take fork,take,0,fork,14,['fork'],[14],take fork,72
P01_06_2,P01,P01_06,00:00:06.080,00:00:05.74,00:00:07.10,344,426,open bin,open,3,bin,36,['bin'],[36],open bin,83
P01_06_20,P01,P01_06,00:01:03.850,00:01:02.00,00:01:04.50,3720,3870,open tap,turn-on,6,tap,0,['tap'],[0],turn-on tap,151
P01_06_21,P01,P01_06,00:01:05.770,00:01:04.46,00:01:09.25,3867,4155,wash fork,wash,2,fork,14,['fork'],[14],wash fork,289
P01_06_22,P01,P01_06,00:01:09.899,00:01:09.10,00:01:10.12,4146,4207,put down fork,put-down,1,fork,14,['fork'],[14],put-down fork,62
P01_06_23,P01,P01_06,00:01:10.899,00:01:10.18,00:01:10.72,4210,4243,take spoon,take,0,spoon,1,['spoon'],[1],take spoon,34
P01_06_24,P01,P01_06,00:01:11.899,00:01:10.82,00:01:13.12,4249,4387,wash spoon,wash,2,spoon,1,['spoon'],[1],wash spoon,139
P01_06_25,P01,P01_06,00:01:13.159,00:01:13.18,00:01:13.84,4390,4430,put down spoon,put-down,1,spoon,1,['spoon'],[1],put-down spoon,41
P01_06_26,P01,P01_06,00:01:14.490,00:01:13.82,00:01:15.07,4429,4504,take knife,take,0,knife,4,['knife'],[4],take knife,76
P01_06_27,P01,P01_06,00:01:15.509,00:01:15.11,00:01:20.95,4506,4857,wash knife,wash,2,knife,4,['knife'],[4],wash knife,352
P01_06_28,P01,P01_06,00:01:21.039,00:01:21.01,00:01:22.27,4860,4936,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,77
P01_06_29,P01,P01_06,00:01:22.039,00:01:21.96,00:01:22.78,4917,4966,take cutting board,take,0,board:cutting,18,['board:cutting'],[18],take board:cutting,50
P01_06_3,P01,P01_06,00:00:07.480,00:00:07.23,00:00:11.85,433,711,throw leftovers into bin,throw-into,13,leftover,34,"['leftover', 'bin']","[34, 36]",throw-into leftover,279
P01_06_30,P01,P01_06,00:01:23.569,00:01:23.34,00:01:30.90,5000,5454,wash cutting board,wash,2,board:cutting,18,['board:cutting'],[18],wash board:cutting,455
P01_06_31,P01,P01_06,00:01:32.419,00:01:31.75,00:01:34.15,5505,5649,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],put-down board:cutting,145
P01_06_32,P01,P01_06,00:01:33.849,00:01:34.27,00:01:34.99,5656,5699,take tong,take,0,tong,142,['tong'],[142],take tong,44
P01_06_33,P01,P01_06,00:01:35.209,00:01:34.90,00:01:47.44,5694,6446,wash tong,wash,2,tong,142,['tong'],[142],wash tong,753
P01_06_34,P01,P01_06,00:01:47.520,00:01:47.51,00:01:48.43,6450,6505,put down tong,put-down,1,tong,142,['tong'],[142],put-down tong,56
P01_06_35,P01,P01_06,00:01:48.579,00:01:48.53,00:01:49.73,6511,6583,take knife,take,0,knife,4,['knife'],[4],take knife,73
P01_06_36,P01,P01_06,00:01:49.649,00:01:50.33,00:01:56.68,6619,7000,wash knife,wash,2,knife,4,['knife'],[4],wash knife,382
P01_06_37,P01,P01_06,00:01:56.289,00:01:56.17,00:01:57.26,6970,7035,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,66
P01_06_38,P01,P01_06,00:01:58.559,00:01:58.06,00:01:58.84,7083,7130,take glass,take,0,glass,10,['glass'],[10],take glass,48
P01_06_39,P01,P01_06,00:02:02.090,00:01:58.90,00:02:01.98,7134,7318,wash glass,wash,2,glass,10,['glass'],[10],wash glass,185
P01_06_4,P01,P01_06,00:00:12.110,00:00:12.22,00:00:12.95,733,777,close bin,close,4,bin,36,['bin'],[36],close bin,45
P01_06_40,P01,P01_06,00:02:03.090,00:02:02.19,00:02:03.29,7331,7397,put down glass,put-down,1,glass,10,['glass'],[10],put-down glass,67
P01_06_41,P01,P01_06,00:02:04.090,00:02:03.33,00:02:04.65,7399,7479,take plate,take,0,plate,2,['plate'],[2],take plate,81
P01_06_42,P01,P01_06,00:01:57.559,00:02:03.72,00:02:04.83,7423,7489,take plate,take,0,plate,2,['plate'],[2],take plate,67
P01_06_43,P01,P01_06,00:02:06.090,00:02:04.49,00:02:05.39,7469,7523,turn on tap,turn-on,6,tap,0,['tap'],[0],turn-on tap,55
P01_06_44,P01,P01_06,00:02:07.739,00:02:05.08,00:02:07.32,7504,7639,rinse plate,rinse,2,plate,2,['plate'],[2],rinse plate,136
P01_06_45,P01,P01_06,00:02:08.739,00:02:07.45,00:02:18.05,7647,8283,wash plate,wash,2,plate,2,['plate'],[2],wash plate,637
P01_06_46,P01,P01_06,00:02:19.260,00:02:18.50,00:02:20.90,8310,8454,continue washing plate,wash,2,plate,2,['plate'],[2],wash plate,145
P01_06_47,P01,P01_06,00:02:20.390,00:02:21.00,00:02:22.50,8460,8550,hold the plate,hold,34,plate,2,['plate'],[2],hold plate,91
P01_06_48,P01,P01_06,00:02:25.439,00:02:23.25,00:02:25.85,8595,8751,take pan,take,0,pan,5,['pan'],[5],take pan,157
P01_06_49,P01,P01_06,00:02:27.269,00:02:24.77,00:02:27.50,8686,8850,wash pan,wash,2,pan,5,['pan'],[5],wash pan,165
P01_06_5,P01,P01_06,00:00:15.630,00:00:14.43,00:00:16.89,865,1013,put down plate and fork,put-down,1,plate,2,"['plate', 'fork']","[2, 14]",put-down plate,149
P01_06_50,P01,P01_06,00:02:28.269,00:02:27.34,00:02:28.85,8840,8931,put down pan,put-down,1,pan,5,['pan'],[5],put-down pan,92
P01_06_51,P01,P01_06,00:02:29.269,00:02:28.63,00:02:34.04,8917,9242,wash pan,wash,2,pan,5,['pan'],[5],wash pan,326
